accepted_name,taxon_name,reported_names,genus,family,subfamily,taxon_rank,accepted_name_authorship,taxon_id,accepted_taxon_id,taxa_taxon_list_id,occurrence_count,location_count,location_ids,location_names,cd_nom,cd_ref,taxref_scientific_name,taxref_accepted_name,taxref_rank,taxref_family,taxref_order,taxref_status,taxref_vernacular_fr,taxref_match_type,taxref_match_note,inpn_url
Coenotephria salicata,Coenotephria salicata,Coenotephria salicata,Coenotephria,Geometridae,Larentiinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000012106,EBMSM0000000012106,458338,1,1,399051,Solanetta_rnn_mantet,248578,248578,"Coenotephria salicata (Denis & Schiffermüller, 1775)","Coenotephria salicata (Denis & Schiffermüller, 1775)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248578
Colostygia olivata,Colostygia olivata,Colostygia olivata,Colostygia,Geometridae,Larentiinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000012079,EBMSM0000000012079,458311,1,1,399051,Solanetta_rnn_mantet,248545,248545,"Colostygia olivata (Denis & Schiffermüller, 1775)","Colostygia olivata (Denis & Schiffermüller, 1775)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248545
Colostygia pectinataria,Colostygia pectinataria,Colostygia pectinataria,Colostygia,Geometridae,Larentiinae,Species,"(KNOCH, 1781)",EBMSM0000000012085,EBMSM0000000012085,458317,13,11,395764 | 395768 | 395877 | 395878 | 396022 | 396416 | 396585 | 396800 | 397620 | 397629 | 397630,Voutenay_Thalsansoeufs02 | ZA 2 vide | Piège 2 - boisement feuillus - Sauvagney | Piège 1 - boisement feuillus jeunes - Sauvagney | Remoray forêt2 oeufs | Varennes 2 | Montmain 2 | Bure - Oeuf | Mesves_IDB1 | Maire 1 | Maire 2,248547,248547,"Colostygia pectinataria (Knoch, 1781)","Colostygia pectinataria (Knoch, 1781)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248547
Cosmorhoe ocellata,Cosmorhoe ocellata,Cosmorhoe ocellata,Cosmorhoe,Geometridae,Larentiinae,Species,"(LINNAEUS, 1758)",EBMSM0000000012045,EBMSM0000000012045,458277,2,2,395441 | 397624,côte de Mancy (Lons-le-Saunier) | Mesves_IDB2,248584,248584,"Cosmorhoe ocellata (Linnaeus, 1758)","Cosmorhoe ocellata (Linnaeus, 1758)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248584
Crocallis elinguaria,Crocallis elinguaria,Crocallis elinguaria,Crocallis,Geometridae,Ennominae,Species,"(LINNAEUS, 1758)",EBMSM0000000011144,EBMSM0000000011144,457376,21,18,394742 | 395441 | 395725 | 395764 | 395812 | 395877 | 395878 | 396414 | 396416 | 396584 | 396585 | 396710 | 396712 | 396714 | 396715 | 397620 | 397624 | 397630,Vernay 1 | côte de Mancy (Lons-le-Saunier) | Voutenay_ThalOeufs | Voutenay_Thalsansoeufs02 | La Truchère_dunes_boite_oeuf | Piège 2 - boisement feuillus - Sauvagney | Piège 1 - boisement feuillus jeunes - Sauvagney | Varennes 1 | Varennes 2 | Montmain 1 | Montmain 2 | Piège 1 - cariçaie - marais de Saône | Piège 2 - aulnaie - marais de Saône | Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - boisement feuillus - Sauvagney | Mesves_IDB1 | Mesves_IDB2 | Maire 2,248970,248970,"Crocallis elinguaria (Linnaeus, 1758)","Crocallis elinguaria (Linnaeus, 1758)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248970
Cyclophora albipunctata,Cyclophora albipunctata,Cyclophora albipunctata,Cyclophora,Geometridae,Sterrhinae,Species,"(HUFNAGEL, 1767)",EBMSM0000000011817,EBMSM0000000011817,458049,3,3,395813 | 396584 | 396585,La Truchère_tourbière | Montmain 1 | Montmain 2,248405,248405,"Cyclophora albipunctata (Hufnagel, 1767)","Cyclophora albipunctata (Hufnagel, 1767)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248405
Cyclophora annularia,Cyclophora annularia,Cyclophora annularia,Cyclophora,Geometridae,Sterrhinae,Species,"(FABRICIUS, 1775)",EBMSM0000000011824,EBMSM0000000011824,458056,2,2,396714 | 396715,Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - boisement feuillus - Sauvagney,248404,248404,"Cyclophora annularia (Fabricius, 1775)","Cyclophora annularia (Fabricius, 1775)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248404
Cyclophora linearia,Cyclophora linearia,Cyclophora linearia,Cyclophora,Geometridae,Sterrhinae,Species,"(HÜBNER, [1799])",EBMSM0000000011840,EBMSM0000000011840,458072,17,9,394742 | 396584 | 396585 | 396714 | 396715 | 396800 | 397629 | 397630 | 397631,Vernay 1 | Montmain 1 | Montmain 2 | Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - boisement feuillus - Sauvagney | Bure - Oeuf | Maire 1 | Maire 2 | Vernay 2,248412,248412,"Cyclophora linearia (Hübner, 1799)","Cyclophora linearia (Hübner, 1799)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248412
Cyclophora pendularia,Cyclophora pendularia,Cyclophora pendularia,Cyclophora,Geometridae,Sterrhinae,Species,"(CLERCK, 1759)",EBMSM0000000011815,EBMSM0000000011815,458047,6,5,395813 | 395877 | 396712 | 396714 | 396800,La Truchère_tourbière | Piège 2 - boisement feuillus - Sauvagney | Piège 2 - aulnaie - marais de Saône | Piège 1 - boisement feuillus jeunes - Sauvagney | Bure - Oeuf,248402,248402,"Cyclophora pendularia (Clerck, 1759)","Cyclophora pendularia (Clerck, 1759)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248402
Cyclophora punctaria,Cyclophora punctaria,Cyclophora punctaria,Cyclophora,Geometridae,Sterrhinae,Species,"(LINNAEUS, 1758)",EBMSM0000000011838,EBMSM0000000011838,458070,7,5,395813 | 395877 | 396585 | 396714 | 396715,La Truchère_tourbière | Piège 2 - boisement feuillus - Sauvagney | Montmain 2 | Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - boisement feuillus - Sauvagney,248410,248410,"Cyclophora punctaria (Linnaeus, 1758)","Cyclophora punctaria (Linnaeus, 1758)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248410
Cyclophora ruficiliaria,Cyclophora ruficiliaria,Cyclophora ruficiliaria,Cyclophora,Geometridae,Sterrhinae,Species,"(HERRICH-SCHÄFFER, [1855])",EBMSM0000000011832,EBMSM0000000011832,458064,1,1,395764,Voutenay_Thalsansoeufs02,248407,248407,"Cyclophora ruficiliaria (Herrich-Schäffer, 1855)","Cyclophora ruficiliaria (Herrich-Schäffer, 1855)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248407
Deileptenia ribeata,Deileptenia ribeata,Deileptenia ribeata,Deileptenia,Geometridae,Ennominae,Species,"(CLERCK, 1759)",EBMSM0000000011436,EBMSM0000000011436,457668,5,5,396022 | 396584 | 396585 | 396714 | 396715,Remoray forêt2 oeufs | Montmain 1 | Montmain 2 | Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - boisement feuillus - Sauvagney,248883,248883,"Deileptenia ribeata (Clerck, 1759)","Deileptenia ribeata (Clerck, 1759)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248883
Dysstroma truncata,Dysstroma truncata,Dysstroma truncata,Dysstroma,Geometridae,Larentiinae,Species,"(HUFNAGEL, 1767)",EBMSM0000000012073,EBMSM0000000012073,458305,2,2,395813 | 396714,La Truchère_tourbière | Piège 1 - boisement feuillus jeunes - Sauvagney,248567,248567,"Dysstroma truncata (Hufnagel, 1767)","Dysstroma truncata (Hufnagel, 1767)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248567
Earophila badiata,Earophila badiata,Earophila badiata,Earophila,Geometridae,Larentiinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000011977,EBMSM0000000011977,458209,1,1,398134,THALERA_EYNE_2_boite_oeuf,248694,248694,"Earophila badiata (Denis & Schiffermüller, 1775)","Earophila badiata (Denis & Schiffermüller, 1775)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248694
Ecliptopera silaceata,Ecliptopera silaceata,Ecliptopera silaceata,Ecliptopera,Geometridae,Larentiinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000012064,EBMSM0000000012064,458296,2,2,396020 | 396715,Remoray forêt1 vide | Piège 2 - boisement feuillus - Sauvagney,248572,248572,"Ecliptopera silaceata (Denis & Schiffermüller, 1775)","Ecliptopera silaceata (Denis & Schiffermüller, 1775)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248572
Ectropis crepuscularia,Ectropis crepuscularia,Ectropis crepuscularia,Ectropis,Geometridae,Ennominae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000011462,EBMSM0000000011462,457694,24,15,394742 | 395812 | 395813 | 395885 | 395886 | 396020 | 396022 | 396584 | 396585 | 396712 | 396714 | 396715 | 397620 | 397629 | 397630,Vernay 1 | La Truchère_dunes_boite_oeuf | La Truchère_tourbière | Comolle 1 | Comolle 2 | Remoray forêt1 vide | Remoray forêt2 oeufs | Montmain 1 | Montmain 2 | Piège 2 - aulnaie - marais de Saône | Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - boisement feuillus - Sauvagney | Mesves_IDB1 | Maire 1 | Maire 2,248871,248871,"Ectropis crepuscularia (Denis & Schiffermüller, 1775)","Ectropis crepuscularia (Denis & Schiffermüller, 1775)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248871
Electrophaes corylata,Electrophaes corylata,Electrophaes corylata,Electrophaes,Geometridae,Larentiinae,Species,"(THUNBERG & SEBALDT, 1792)",EBMSM0000000012043,EBMSM0000000012043,458275,1,1,396585,Montmain 2,248554,248554,"Electrophaes corylata (Thunberg & Sebaldt, 1792)","Electrophaes corylata (Thunberg & Sebaldt, 1792)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248554
Elophos dilucidaria,Elophos dilucidaria,Elophos dilucidaria,Elophos,Geometridae,Ennominae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000011234,EBMSM0000000011234,457466,2,2,395877 | 399055,Piège 2 - boisement feuillus - Sauvagney | Sous_col_mantet,248949,931373,"Elophos dilucidaria (Denis & Schiffermüller, 1775)","Yezognophos dilucidaria (Denis & Schiffermüller, 1775)",species,Geometridae,Lepidoptera,Synonym,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248949
Ennomos alniaria,Ennomos alniaria,Ennomos alniaria,Ennomos,Geometridae,Ennominae,Species,"(LINNAEUS, 1758)",EBMSM0000000011117,EBMSM0000000011117,457349,3,3,394742 | 396712 | 397630,Vernay 1 | Piège 2 - aulnaie - marais de Saône | Maire 2,248929,248929,"Ennomos alniaria (Linnaeus, 1758)","Ennomos alniaria (Linnaeus, 1758)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248929
Ennomos erosaria,Ennomos erosaria,Ennomos erosaria,Ennomos,Geometridae,Ennominae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000011122,EBMSM0000000011122,457354,1,1,397631,Vernay 2,248931,248931,"Ennomos erosaria (Denis & Schiffermüller, 1775)","Ennomos erosaria (Denis & Schiffermüller, 1775)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248931
Ennomos fuscantaria,Ennomos fuscantaria,Ennomos fuscantaria,Ennomos,Geometridae,Ennominae,Species,"(HAWORTH, [1809])",EBMSM0000000011119,EBMSM0000000011119,457351,3,3,395885 | 396416 | 396715,Comolle 1 | Varennes 2 | Piège 2 - boisement feuillus - Sauvagney,248930,248930,"Ennomos fuscantaria (Haworth, 1809)","Ennomos fuscantaria (Haworth, 1809)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248930
Ennomos quercinaria,Ennomos quercinaria,Ennomos quercinaria,Ennomos,Geometridae,Ennominae,Species,"(HUFNAGEL, 1767)",EBMSM0000000011115,EBMSM0000000011115,457347,10,8,394742 | 395877 | 395878 | 396584 | 396585 | 396714 | 396715 | 396800,Vernay 1 | Piège 2 - boisement feuillus - Sauvagney | Piège 1 - boisement feuillus jeunes - Sauvagney | Montmain 1 | Montmain 2 | Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - boisement feuillus - Sauvagney | Bure - Oeuf,248928,248928,"Ennomos quercinaria (Hufnagel, 1767)","Ennomos quercinaria (Hufnagel, 1767)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248928
Entephria caesiata,Entephria caesiata,Entephria caesiata,Entephria,Geometridae,Larentiinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000012002,EBMSM0000000012002,458234,1,1,399055,Sous_col_mantet,248704,248704,"Entephria caesiata (Denis & Schiffermüller, 1775)","Entephria caesiata (Denis & Schiffermüller, 1775)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248704
Entephria infidaria,Entephria infidaria,Entephria infidaria,Entephria,Geometridae,Larentiinae,Species,"(DE LA HARPE, [1853])",EBMSM0000000012000,EBMSM0000000012000,458232,2,2,396020 | 396022,Remoray forêt1 vide | Remoray forêt2 oeufs,248703,248703,"Entephria infidaria (de La Harpe, 1853)","Entephria infidaria (de La Harpe, 1853)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248703
Epirrhoe alternata,Epirrhoe alternata,Epirrhoe alternata,Epirrhoe,Geometridae,Larentiinae,Species,"(MÜLLER, 1764)",EBMSM0000000011950,EBMSM0000000011950,458182,9,8,395813 | 396416 | 396584 | 396712 | 396715 | 397620 | 397624 | 397629,La Truchère_tourbière | Varennes 2 | Montmain 1 | Piège 2 - aulnaie - marais de Saône | Piège 2 - boisement feuillus - Sauvagney | Mesves_IDB1 | Mesves_IDB2 | Maire 1,248771,248771,"Epirrhoe alternata (O.F. Müller, 1764)","Epirrhoe alternata (O.F. Müller, 1764)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248771
Epirrhoe galiata,Epirrhoe galiata,Epirrhoe galiata,Epirrhoe,Geometridae,Larentiinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000011958,EBMSM0000000011958,458190,5,4,395725 | 395764 | 399051 | 399055,Voutenay_ThalOeufs | Voutenay_Thalsansoeufs02 | Solanetta_rnn_mantet | Sous_col_mantet,248775,248775,"Epirrhoe galiata (Denis & Schiffermüller, 1775)","Epirrhoe galiata (Denis & Schiffermüller, 1775)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248775
Epirrhoe rivata,Epirrhoe rivata,Epirrhoe rivata,Epirrhoe,Geometridae,Larentiinae,Species,"(HÜBNER, [1813])",EBMSM0000000011952,EBMSM0000000011952,458184,1,1,395885,Comolle 1,248772,248772,"Epirrhoe rivata (Hübner, 1813)","Epirrhoe rivata (Hübner, 1813)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248772
Euchoeca nebulata,Euchoeca nebulata,Euchoeca nebulata,Euchoeca,Geometridae,Larentiinae,Species,"(SCOPOLI, 1763)",EBMSM0000000012146,EBMSM0000000012146,458378,4,3,395878 | 396712 | 396714,Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - aulnaie - marais de Saône | Piège 1 - boisement feuillus jeunes - Sauvagney,248522,248522,"Euchoeca nebulata (Scopoli, 1763)","Euchoeca nebulata (Scopoli, 1763)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248522
Eulithis populata,Eulithis populata,Eulithis populata,Eulithis,Geometridae,Larentiinae,Species,"(LINNAEUS, 1758)",EBMSM0000000012053,EBMSM0000000012053,458285,1,1,395812,La Truchère_dunes_boite_oeuf,248576,248576,"Eulithis populata (Linnaeus, 1758)","Eulithis populata (Linnaeus, 1758)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248576
Eulithis prunata,Eulithis prunata,Eulithis prunata,Eulithis,Geometridae,Larentiinae,Species,"(LINNAEUS, 1758)",EBMSM0000000012049,EBMSM0000000012049,458281,8,7,395441 | 395812 | 396022 | 396416 | 396712 | 396795 | 396800,côte de Mancy (Lons-le-Saunier) | La Truchère_dunes_boite_oeuf | Remoray forêt2 oeufs | Varennes 2 | Piège 2 - aulnaie - marais de Saône | Bure - sans-oeuf | Bure - Oeuf,248574,248574,"Eulithis prunata (Linnaeus, 1758)","Eulithis prunata (Linnaeus, 1758)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248574
Eulithis testata,Eulithis testata,Eulithis testata,Eulithis,Geometridae,Larentiinae,Species,"(LINNAEUS, 1761)",EBMSM0000000012051,EBMSM0000000012051,458283,3,3,394742 | 396795 | 396800,Vernay 1 | Bure - sans-oeuf | Bure - Oeuf,248575,248575,"Eulithis testata (Linnaeus, 1761)","Eulithis testata (Linnaeus, 1761)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248575
Euphyia biangulata,Euphyia biangulata,Euphyia biangulata,Euphyia,Geometridae,Larentiinae,Species,"(HAWORTH, [1809])",EBMSM0000000011963,EBMSM0000000011963,458195,2,2,394742 | 399051,Vernay 1 | Solanetta_rnn_mantet,248587,248587,"Euphyia biangulata (Haworth, 1809)","Euphyia biangulata (Haworth, 1809)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248587
Eupithecia abbreviata,Eupithecia abbreviata,Eupithecia abbreviata,Eupithecia,Geometridae,Larentiinae,Species,"STEPHENS, 1831",EBMSM0000000012370,EBMSM0000000012370,458602,2,2,395725 | 396416,Voutenay_ThalOeufs | Varennes 2,248616,248616,"Eupithecia abbreviata Stephens, 1831","Eupithecia abbreviata Stephens, 1831",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248616
Eupithecia absinthiata,Eupithecia absinthiata,Eupithecia absinthiata,Eupithecia,Geometridae,Larentiinae,Species,"(CLERCK, 1759)",EBMSM0000000012486,EBMSM0000000012486,458718,1,1,396020,Remoray forêt1 vide,248665,248665,"Eupithecia absinthiata (Clerck, 1759)","Eupithecia absinthiata (Clerck, 1759)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248665
Eupithecia centaureata,Eupithecia centaureata,Eupithecia centaureata,Eupithecia,Geometridae,Larentiinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000012460,EBMSM0000000012460,458692,1,1,397630,Maire 2,248653,248653,"Eupithecia centaureata (Denis & Schiffermüller, 1775)","Eupithecia centaureata (Denis & Schiffermüller, 1775)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248653
Eupithecia dodoneata,Eupithecia dodoneata,Eupithecia dodoneata,Eupithecia,Geometridae,Larentiinae,Species,"GUENÉE, 1857",EBMSM0000000012373,EBMSM0000000012373,458605,4,4,395725 | 395886 | 396414 | 396416,Voutenay_ThalOeufs | Comolle 2 | Varennes 1 | Varennes 2,248618,248618,"Eupithecia dodoneata Guenée, 1858","Eupithecia dodoneata Guenée, 1858",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248618
Eupithecia exiguata,Eupithecia exiguata,Eupithecia exiguata,Eupithecia,Geometridae,Larentiinae,Species,"(HÜBNER, [1813])",EBMSM0000000012507,EBMSM0000000012507,458739,1,1,396800,Bure - Oeuf,248672,248672,"Eupithecia exiguata (Hübner, 1813)","Eupithecia exiguata (Hübner, 1813)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248672
Eupithecia icterata,Eupithecia icterata,Eupithecia icterata,Eupithecia,Geometridae,Larentiinae,Species,"(DE VILLERS, 1789)",EBMSM0000000012520,EBMSM0000000012520,458752,1,1,399051,Solanetta_rnn_mantet,248679,248679,"Eupithecia icterata (Villers, 1789)","Eupithecia icterata (Villers, 1789)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248679
Eupithecia inturbata,Eupithecia inturbata,Eupithecia inturbata,Eupithecia,Geometridae,Larentiinae,Species,"(HÜBNER, [1817])",EBMSM0000000012331,EBMSM0000000012331,458563,1,1,396800,Bure - Oeuf,248597,248597,"Eupithecia inturbata (Hübner, 1817)","Eupithecia inturbata (Hübner, 1817)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248597
Eupithecia irriguata,Eupithecia irriguata,Eupithecia irriguata,Eupithecia,Geometridae,Larentiinae,Species,"(HÜBNER, [1813])",EBMSM0000000012447,EBMSM0000000012447,458679,1,1,396416,Varennes 2,248647,248647,"Eupithecia irriguata (Hübner, 1813)","Eupithecia irriguata (Hübner, 1813)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248647
Eupithecia lanceata,Eupithecia lanceata,Eupithecia lanceata,Eupithecia,Geometridae,Larentiinae,Species,"(HÜBNER, [1825])",EBMSM0000000012399,EBMSM0000000012399,458631,2,2,396022 | 396795,Remoray forêt2 oeufs | Bure - sans-oeuf,248633,248633,"Eupithecia lanceata (Hübner, 1825)","Eupithecia lanceata (Hübner, 1825)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248633
Eupithecia nanata,Eupithecia nanata,Eupithecia nanata,Eupithecia,Geometridae,Larentiinae,Species,"(HÜBNER, [1813])",EBMSM0000000012426,EBMSM0000000012426,458658,1,1,397631,Vernay 2,248639,248639,"Eupithecia nanata (Hübner, 1813)","Eupithecia nanata (Hübner, 1813)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248639
Eupithecia pulchellata,Eupithecia pulchellata,Eupithecia pulchellata,Eupithecia,Geometridae,Larentiinae,Species,"STEPHENS, 1831",EBMSM0000000012339,EBMSM0000000012339,458571,2,2,397629 | 397630,Maire 1 | Maire 2,248601,248601,"Eupithecia pulchellata Stephens, 1831","Eupithecia pulchellata Stephens, 1831",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248601
Eupithecia tantillaria,Eupithecia tantillaria,Eupithecia tantillaria,Eupithecia,Geometridae,Larentiinae,Species,"BOISDUVAL, 1840",EBMSM0000000012394,EBMSM0000000012394,458626,9,7,394742 | 396020 | 396584 | 396585 | 397629 | 397630 | 397631,Vernay 1 | Remoray forêt1 vide | Montmain 1 | Montmain 2 | Maire 1 | Maire 2 | Vernay 2,248630,248630,"Eupithecia tantillaria Boisduval, 1840","Eupithecia tantillaria Boisduval, 1840",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248630
