accepted_name,taxon_name,reported_names,genus,family,subfamily,taxon_rank,accepted_name_authorship,taxon_id,accepted_taxon_id,taxa_taxon_list_id,occurrence_count,location_count,location_ids,location_names,cd_nom,cd_ref,taxref_scientific_name,taxref_accepted_name,taxref_rank,taxref_family,taxref_order,taxref_status,taxref_vernacular_fr,taxref_match_type,taxref_match_note,inpn_url
Lithophane socia,Lithophane socia,Lithophane socia,Lithophane,Noctuidae,Xyleninae,Species,"(HUFNAGEL, 1766)",EBMSM0000000013965,EBMSM0000000013965,460197,2,2,396585 | 397624,Montmain 2 | Mesves_IDB2,249604,249604,"Lithophane socia (Hufnagel, 1766)","Lithophane socia (Hufnagel, 1766)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249604
Litoligia literosa,Litoligia literosa,Litoligia literosa,Litoligia,Noctuidae,Xyleninae,Species,"(HAWORTH, [1809])",EBMSM0000000014313,EBMSM0000000014313,460545,1,1,397624,Mesves_IDB2,520850,520850,"Litoligia literosa (Haworth, 1809)","Litoligia literosa (Haworth, 1809)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/520850
Luperina testacea,Luperina testacea,Luperina testacea,Luperina,Noctuidae,Xyleninae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000014177,EBMSM0000000014177,460409,1,1,399051,Solanetta_rnn_mantet,249347,249347,"Luperina testacea (Denis & Schiffermüller, 1775)","Luperina testacea (Denis & Schiffermüller, 1775)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249347
Lycophotia porphyrea,Lycophotia porphyrea,Lycophotia porphyrea,Lycophotia,Noctuidae,Noctuinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000014910,EBMSM0000000014910,461142,8,4,394742 | 395441 | 395763 | 397631,Vernay 1 | côte de Mancy (Lons-le-Saunier) | Remoray Zh1 ouef | Vernay 2,249258,249258,"Lycophotia porphyrea (Denis & Schiffermüller, 1775)","Lycophotia porphyrea (Denis & Schiffermüller, 1775)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249258
Mesapamea secalis,Mesapamea secalis,Mesapamea secalis,Mesapamea,Noctuidae,Xyleninae,Species,"(LINNAEUS, 1758)",EBMSM0000000014298,EBMSM0000000014298,460530,4,4,395725 | 396414 | 396584 | 396585,Voutenay_ThalOeufs | Varennes 1 | Montmain 1 | Montmain 2,249344,249344,"Mesapamea secalis (Linnaeus, 1758)","Mesapamea secalis (Linnaeus, 1758)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249344
Mesoligia furuncula,Mesoligia furuncula,Mesoligia furuncula,Mesoligia,Noctuidae,Xyleninae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000014315,EBMSM0000000014315,460547,2,2,395764 | 396800,Voutenay_Thalsansoeufs02 | Bure - Oeuf,249342,249342,"Mesoligia furuncula (Denis & Schiffermüller, 1775)","Mesoligia furuncula (Denis & Schiffermüller, 1775)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249342
Mniotype adusta,Mniotype adusta,Mniotype adusta,Mniotype,Noctuidae,Xyleninae,Species,"(ESPER, 1790)",EBMSM0000000014094,EBMSM0000000014094,460326,1,1,395447,Sur Mancy (Macornay),249598,249598,"Mniotype adusta (Esper, 1790)","Mniotype adusta (Esper, 1790)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249598
Mythimna,Mythimna,Mythimna,Mythimna,Noctuidae,Hadeninae,Genus,,EBMSM0000000002330,EBMSM0000000002330,448562,1,1,396712,Piège 2 - aulnaie - marais de Saône,210983,210983,"Mythimna Ochsenheimer, 1816","Mythimna Ochsenheimer, 1816",genus,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/210983
Mythimna albipuncta,Mythimna albipuncta,Mythimna albipuncta,Mythimna,Noctuidae,Hadeninae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000014578,EBMSM0000000014578,460810,10,9,394742 | 395813 | 395885 | 396584 | 396585 | 396795 | 396800 | 397620 | 397629,Vernay 1 | La Truchère_tourbière | Comolle 1 | Montmain 1 | Montmain 2 | Bure - sans-oeuf | Bure - Oeuf | Mesves_IDB1 | Maire 1,249557,249557,"Mythimna albipuncta (Denis & Schiffermüller, 1775)","Mythimna albipuncta (Denis & Schiffermüller, 1775)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249557
Mythimna ferrago,Mythimna ferrago,Mythimna ferrago,Mythimna,Noctuidae,Hadeninae,Species,"(FABRICIUS, 1787)",EBMSM0000000014580,EBMSM0000000014580,460812,6,3,395725 | 395764 | 397631,Voutenay_ThalOeufs | Voutenay_Thalsansoeufs02 | Vernay 2,249558,249558,"Mythimna ferrago (Fabricius, 1787)","Mythimna ferrago (Fabricius, 1787)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249558
Mythimna impura,Mythimna impura,Mythimna impura,Mythimna,Noctuidae,Hadeninae,Species,"(HÜBNER, [1808])",EBMSM0000000014556,EBMSM0000000014556,460788,5,4,396710 | 396712 | 396795 | 396800,Piège 1 - cariçaie - marais de Saône | Piège 2 - aulnaie - marais de Saône | Bure - sans-oeuf | Bure - Oeuf,249549,249549,"Mythimna impura (Hübner, 1808)","Mythimna impura (Hübner, 1808)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249549
Mythimna l-album,Mythimna l-album,Mythimna l-album,Mythimna,Noctuidae,Hadeninae,Species,"(LINNAEUS, 1767)",EBMSM0000000014588,EBMSM0000000014588,460820,1,1,396714,Piège 1 - boisement feuillus jeunes - Sauvagney,249561,249561,"Mythimna l-album (Linnaeus, 1767)","Mythimna l-album (Linnaeus, 1767)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249561
Mythimna pallens,Mythimna pallens,Mythimna pallens,Mythimna,Noctuidae,Hadeninae,Species,"(LINNAEUS, 1758)",EBMSM0000000014551,EBMSM0000000014551,460783,10,7,395764 | 395813 | 396414 | 396416 | 396710 | 396712 | 396795,Voutenay_Thalsansoeufs02 | La Truchère_tourbière | Varennes 1 | Varennes 2 | Piège 1 - cariçaie - marais de Saône | Piège 2 - aulnaie - marais de Saône | Bure - sans-oeuf,249548,249548,"Mythimna pallens (Linnaeus, 1758)","Mythimna pallens (Linnaeus, 1758)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249548
Mythimna pudorina,Mythimna pudorina,Mythimna pudorina,Mythimna,Noctuidae,Hadeninae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000014547,EBMSM0000000014547,460779,5,5,394742 | 395813 | 396414 | 396800 | 397631,Vernay 1 | La Truchère_tourbière | Varennes 1 | Bure - Oeuf | Vernay 2,249547,249547,"Mythimna pudorina (Denis & Schiffermüller, 1775)","Mythimna pudorina (Denis & Schiffermüller, 1775)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249547
Mythimna sicula f. scirpi,Mythimna sicula f. scirpi,Mythimna sicula f. scirpi,Mythimna,Noctuidae,Hadeninae,Species,"(DUPONCHEL, [1838])",EBMSM0000000014572,EBMSM0000000014572,460804,2,2,395725 | 395764,Voutenay_ThalOeufs | Voutenay_Thalsansoeufs02,521552,249555,"Mythimna sicula f. scirpi (Duponchel, 1839)","Mythimna sicula (Treitschke, 1835)",species,Noctuidae,Lepidoptera,Synonym,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/521552
Mythimna straminea,Mythimna straminea,Mythimna straminea,Mythimna,Noctuidae,Hadeninae,Species,"(TREITSCHKE, 1825)",EBMSM0000000014558,EBMSM0000000014558,460790,2,2,395764 | 396795,Voutenay_Thalsansoeufs02 | Bure - sans-oeuf,249550,249550,"Mythimna straminea (Treitschke, 1825)","Mythimna straminea (Treitschke, 1825)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249550
Mythimna turca,Mythimna turca,Mythimna turca,Mythimna,Noctuidae,Hadeninae,Species,"(LINNAEUS, 1761)",EBMSM0000000014544,EBMSM0000000014544,460776,2,2,395812 | 395813,La Truchère_dunes_boite_oeuf | La Truchère_tourbière,249545,249545,"Mythimna turca (Linnaeus, 1761)","Mythimna turca (Linnaeus, 1761)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249545
Mythimna vitellina,Mythimna vitellina,Mythimna vitellina,Mythimna,Noctuidae,Hadeninae,Species,"(HÜBNER, [1808])",EBMSM0000000014560,EBMSM0000000014560,460792,4,3,395764 | 396585 | 397629,Voutenay_Thalsansoeufs02 | Montmain 2 | Maire 1,249551,249551,"Mythimna vitellina (Hübner, 1808)","Mythimna vitellina (Hübner, 1808)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249551
Noctua,Noctua,Noctua,Noctua,Noctuidae,Noctuinae,Genus,,EBMSM0000000002350,EBMSM0000000002350,448582,2,2,396710 | 399055,Piège 1 - cariçaie - marais de Saône | Sous_col_mantet,211069,211069,"Noctua Linnaeus, 1758","Noctua Linnaeus, 1758",genus,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/211069
Noctua comes,Noctua comes,Noctua comes,Noctua,Noctuidae,Noctuinae,Species,"HÜBNER, [1813]",EBMSM0000000014873,EBMSM0000000014873,461105,21,13,395441 | 395447 | 395725 | 395764 | 395813 | 395885 | 395886 | 396416 | 396584 | 396712 | 396795 | 397631 | 399055,côte de Mancy (Lons-le-Saunier) | Sur Mancy (Macornay) | Voutenay_ThalOeufs | Voutenay_Thalsansoeufs02 | La Truchère_tourbière | Comolle 1 | Comolle 2 | Varennes 2 | Montmain 1 | Piège 2 - aulnaie - marais de Saône | Bure - sans-oeuf | Vernay 2 | Sous_col_mantet,249249,249249,"Noctua comes Hübner, 1813","Noctua comes Hübner, 1813",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249249
Noctua fimbriata,Noctua fimbriata,Noctua fimbriata,Noctua,Noctuidae,Noctuinae,Species,"(SCHREBER, 1759)",EBMSM0000000014864,EBMSM0000000014864,461096,22,17,395441 | 395447 | 395725 | 395764 | 395812 | 395813 | 395885 | 395886 | 396022 | 396584 | 396585 | 396714 | 396715 | 396795 | 396800 | 397631 | 399051,côte de Mancy (Lons-le-Saunier) | Sur Mancy (Macornay) | Voutenay_ThalOeufs | Voutenay_Thalsansoeufs02 | La Truchère_dunes_boite_oeuf | La Truchère_tourbière | Comolle 1 | Comolle 2 | Remoray forêt2 oeufs | Montmain 1 | Montmain 2 | Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - boisement feuillus - Sauvagney | Bure - sans-oeuf | Bure - Oeuf | Vernay 2 | Solanetta_rnn_mantet,249250,249250,"Noctua fimbriata (Schreber, 1759)","Noctua fimbriata (Schreber, 1759)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249250
Noctua interjecta,Noctua interjecta,Noctua interjecta,Noctua,Noctuidae,Noctuinae,Species,"HÜBNER, [1803]",EBMSM0000000014877,EBMSM0000000014877,461109,2,2,395441 | 396714,côte de Mancy (Lons-le-Saunier) | Piège 1 - boisement feuillus jeunes - Sauvagney,249254,249254,"Noctua interjecta Hübner, 1803","Noctua interjecta Hübner, 1803",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249254
Noctua janthe,Noctua janthe,Noctua janthe,Noctua,Noctuidae,Noctuinae,Species,"(BORKHAUSEN, 1792)",EBMSM0000000014879,EBMSM0000000014879,461111,12,11,394742 | 395441 | 395878 | 396710 | 396714 | 396715 | 396795 | 396800 | 397624 | 397630 | 397631,Vernay 1 | côte de Mancy (Lons-le-Saunier) | Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 1 - cariçaie - marais de Saône | Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - boisement feuillus - Sauvagney | Bure - sans-oeuf | Bure - Oeuf | Mesves_IDB2 | Maire 2 | Vernay 2,249253,249253,"Noctua janthe (Borkhausen, 1792)","Noctua janthe (Borkhausen, 1792)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249253
Noctua janthina,Noctua janthina,Noctua janthina,Noctua,Noctuidae,Noctuinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000014881,EBMSM0000000014881,461113,1,1,395813,La Truchère_tourbière,249252,249252,"Noctua janthina (Denis & Schiffermüller, 1775)","Noctua janthina (Denis & Schiffermüller, 1775)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249252
Noctua orbona,Noctua orbona,Noctua orbona,Noctua,Noctuidae,Noctuinae,Species,"(HUFNAGEL, 1766)",EBMSM0000000014868,EBMSM0000000014868,461100,2,2,396584 | 397630,Montmain 1 | Maire 2,249247,249247,"Noctua orbona (Hufnagel, 1766)","Noctua orbona (Hufnagel, 1766)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249247
Noctua pronuba,Noctua pronuba,Noctua pronuba,Noctua,Noctuidae,Noctuinae,Species,"(LINNAEUS, 1758)",EBMSM0000000014860,EBMSM0000000014860,461092,45,25,394742 | 395441 | 395447 | 395725 | 395764 | 395812 | 395813 | 395878 | 395885 | 395886 | 396416 | 396584 | 396585 | 396710 | 396712 | 396714 | 396715 | 396795 | 396800 | 397620 | 397629 | 397630 | 397631 | 398133 | 399051,Vernay 1 | côte de Mancy (Lons-le-Saunier) | Sur Mancy (Macornay) | Voutenay_ThalOeufs | Voutenay_Thalsansoeufs02 | La Truchère_dunes_boite_oeuf | La Truchère_tourbière | Piège 1 - boisement feuillus jeunes - Sauvagney | Comolle 1 | Comolle 2 | Varennes 2 | Montmain 1 | Montmain 2 | Piège 1 - cariçaie - marais de Saône | Piège 2 - aulnaie - marais de Saône | Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - boisement feuillus - Sauvagney | Bure - sans-oeuf | Bure - Oeuf | Mesves_IDB1 | Maire 1 | Maire 2 | Vernay 2 | THALERA_EYNE_1_sans_boite | Solanetta_rnn_mantet,249246,249246,"Noctua pronuba (Linnaeus, 1758)","Noctua pronuba (Linnaeus, 1758)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249246
Ochropleura plecta,Ochropleura plecta,Ochropleura plecta,Ochropleura,Noctuidae,Noctuinae,Species,"(LINNAEUS, 1761)",EBMSM0000000014807,EBMSM0000000014807,461039,17,14,395764 | 395812 | 395813 | 395885 | 396020 | 396416 | 396584 | 396710 | 396712 | 396714 | 396715 | 397620 | 397630 | 397631,Voutenay_Thalsansoeufs02 | La Truchère_dunes_boite_oeuf | La Truchère_tourbière | Comolle 1 | Remoray forêt1 vide | Varennes 2 | Montmain 1 | Piège 1 - cariçaie - marais de Saône | Piège 2 - aulnaie - marais de Saône | Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - boisement feuillus - Sauvagney | Mesves_IDB1 | Maire 2 | Vernay 2,249291,249291,"Ochropleura plecta (Linnaeus, 1761)","Ochropleura plecta (Linnaeus, 1761)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249291
Oligia strigilis,Oligia strigilis,Oligia strigilis,Oligia,Noctuidae,Xyleninae,Species,"(LINNAEUS, 1758)",EBMSM0000000014317,EBMSM0000000014317,460549,5,5,395764 | 395885 | 395886 | 396584 | 397624,Voutenay_Thalsansoeufs02 | Comolle 1 | Comolle 2 | Montmain 1 | Mesves_IDB2,249337,249337,"Oligia strigilis (Linnaeus, 1758)","Oligia strigilis (Linnaeus, 1758)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249337
Orthosia cerasi,Orthosia cerasi,Orthosia cerasi,Orthosia,Noctuidae,Hadeninae,Species,"(FABRICIUS, 1775)",EBMSM0000000014341,EBMSM0000000014341,460573,1,1,395441,côte de Mancy (Lons-le-Saunier),249579,249579,"Orthosia cerasi (Fabricius, 1775)","Orthosia cerasi (Fabricius, 1775)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249579
Orthosia cruda,Orthosia cruda,Orthosia cruda,Orthosia,Noctuidae,Hadeninae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000014344,EBMSM0000000014344,460576,3,2,395725 | 396795,Voutenay_ThalOeufs | Bure - sans-oeuf,249576,249576,"Orthosia cruda (Denis & Schiffermüller, 1775)","Orthosia cruda (Denis & Schiffermüller, 1775)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249576
Orthosia gothica,Orthosia gothica,Orthosia gothica,Orthosia,Noctuidae,Hadeninae,Species,"(LINNAEUS, 1758)",EBMSM0000000014355,EBMSM0000000014355,460587,10,10,395441 | 395447 | 395725 | 395764 | 395767 | 396022 | 396584 | 397629 | 398133 | 398134,côte de Mancy (Lons-le-Saunier) | Sur Mancy (Macornay) | Voutenay_ThalOeufs | Voutenay_Thalsansoeufs02 | ZA 1 Oeufs | Remoray forêt2 oeufs | Montmain 1 | Maire 1 | THALERA_EYNE_1_sans_boite | THALERA_EYNE_2_boite_oeuf,249575,249575,"Orthosia gothica (Linnaeus, 1758)","Orthosia gothica (Linnaeus, 1758)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249575
Orthosia gracilis,Orthosia gracilis,Orthosia gracilis,Orthosia,Noctuidae,Hadeninae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000014350,EBMSM0000000014350,460582,2,2,395755 | 395764,Piège 2 - aulnaie - marais de Saône | Voutenay_Thalsansoeufs02,249580,249580,"Orthosia gracilis (Denis & Schiffermüller, 1775)","Orthosia gracilis (Denis & Schiffermüller, 1775)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249580
Orthosia incerta,Orthosia incerta,Orthosia incerta,Orthosia,Noctuidae,Hadeninae,Species,"(HUFNAGEL, 1766)",EBMSM0000000014337,EBMSM0000000014337,460569,3,2,395813 | 396020,La Truchère_tourbière | Remoray forêt1 vide,249574,249574,"Orthosia incerta (Hufnagel, 1766)","Orthosia incerta (Hufnagel, 1766)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249574
Orthosia populeti,Orthosia populeti,Orthosia populeti,Orthosia,Noctuidae,Hadeninae,Species,"(FABRICIUS, 1781)",EBMSM0000000014347,EBMSM0000000014347,460579,1,1,396022,Remoray forêt2 oeufs,249578,249578,"Orthosia populeti (Fabricius, 1781)","Orthosia populeti (Fabricius, 1781)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249578
Pachetra sagittigera,Pachetra sagittigera,Pachetra sagittigera,Pachetra,Noctuidae,Hadeninae,Species,"(HUFNAGEL, 1766)",EBMSM0000000014422,EBMSM0000000014422,460654,8,5,395725 | 395764 | 396584 | 397629 | 399055,Voutenay_ThalOeufs | Voutenay_Thalsansoeufs02 | Montmain 1 | Maire 1 | Sous_col_mantet,249453,249453,"Pachetra sagittigera (Hufnagel, 1766)","Pachetra sagittigera (Hufnagel, 1766)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249453
Panthea coenobita,Panthea coenobita,Panthea coenobita,Panthea,Noctuidae,Pantheinae,Species,"(ESPER, [1785])",EBMSM0000000013344,EBMSM0000000013344,459576,1,1,396584,Montmain 1,345352,345352,"Panthea coenobita (Esper, 1785)","Panthea coenobita (Esper, 1785)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/345352
Papestra biren,Papestra biren,Papestra biren,Papestra,Noctuidae,Hadeninae,Species,"(GOEZE, 1781)",EBMSM0000000014446,EBMSM0000000014446,460678,4,2,398133 | 398134,THALERA_EYNE_1_sans_boite | THALERA_EYNE_2_boite_oeuf,249452,249452,"Papestra biren (Goeze, 1781)","Papestra biren (Goeze, 1781)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249452
Phlogophora meticulosa,Phlogophora meticulosa,Phlogophora meticulosa,Phlogophora,Noctuidae,Xyleninae,Species,"(LINNAEUS, 1758)",EBMSM0000000013832,EBMSM0000000013832,460064,2,2,394742 | 395886,Vernay 1 | Comolle 2,249513,249513,"Phlogophora meticulosa (Linnaeus, 1758)","Phlogophora meticulosa (Linnaeus, 1758)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249513
Photedes extrema,Photedes extrema,Photedes extrema,Photedes,Noctuidae,Xyleninae,Species,"(HÜBNER, [1808-1809])",EBMSM0000000014231,EBMSM0000000014231,460463,2,1,395764,Voutenay_Thalsansoeufs02,520905,520905,"Photedes extrema (Hübner, 1809)","Photedes extrema (Hübner, 1809)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/520905
Polia hepatica,Polia hepatica,Polia hepatica,Polia,Noctuidae,Hadeninae,Species,"(CLERCK, 1759)",EBMSM0000000014410,EBMSM0000000014410,460642,1,1,397631,Vernay 2,249449,249449,"Polia hepatica (Clerck, 1759)","Polia hepatica (Clerck, 1759)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249449
Polia nebulosa,Polia nebulosa,Polia nebulosa,Polia,Noctuidae,Hadeninae,Species,"(HUFNAGEL, 1766)",EBMSM0000000014412,EBMSM0000000014412,460644,5,4,395441 | 396712 | 397629 | 397631,côte de Mancy (Lons-le-Saunier) | Piège 2 - aulnaie - marais de Saône | Maire 1 | Vernay 2,249450,249450,"Polia nebulosa (Hufnagel, 1766)","Polia nebulosa (Hufnagel, 1766)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249450
Polyphaenis sericata,Polyphaenis sericata,Polyphaenis sericata,Polyphaenis,Noctuidae,Xyleninae,Species,"(ESPER, 1787)",EBMSM0000000013813,EBMSM0000000013813,460045,5,5,395447 | 395725 | 395764 | 395812 | 395813,Sur Mancy (Macornay) | Voutenay_ThalOeufs | Voutenay_Thalsansoeufs02 | La Truchère_dunes_boite_oeuf | La Truchère_tourbière,249511,249511,"Polyphaenis sericata (Esper, 1787)","Polyphaenis sericata (Esper, 1787)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249511
Protolampra sobrina,Protolampra sobrina,Protolampra sobrina,Protolampra,Noctuidae,Noctuinae,Species,"(DUPONCHEL, [1843])",EBMSM0000000014904,EBMSM0000000014904,461136,1,1,395764,Voutenay_Thalsansoeufs02,249244,249244,"Protolampra sobrina (Duponchel, 1843)","Protolampra sobrina (Duponchel, 1843)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249244
Rhizedra lutosa,Rhizedra lutosa,Rhizedra lutosa,Rhizedra,Noctuidae,Xyleninae,Species,"(HÜBNER, [1800-1803])",EBMSM0000000014193,EBMSM0000000014193,460425,1,1,395764,Voutenay_Thalsansoeufs02,249331,249331,"Rhizedra lutosa (Hübner, 1803)","Rhizedra lutosa (Hübner, 1803)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249331
Rusina ferruginea,Charanyca ferruginea,Charanyca ferruginea | Rusina ferruginea,Rusina,Noctuidae,Xyleninae,Species,"(ESPER, [1785])",EBMSM0000000013793,EBMSM0000000013793,645146,22,21,395441 | 395447 | 395725 | 395763 | 395765 | 395767 | 395768 | 395886 | 396020 | 396022 | 396416 | 396584 | 396585 | 396712 | 396795 | 396800 | 397620 | 397624 | 397629 | 399051 | 399055,côte de Mancy (Lons-le-Saunier) | Sur Mancy (Macornay) | Voutenay_ThalOeufs | Remoray Zh1 ouef | Remoray ZH2 vide | ZA 1 Oeufs | ZA 2 vide | Comolle 2 | Remoray forêt1 vide | Remoray forêt2 oeufs | Varennes 2 | Montmain 1 | Montmain 2 | Piège 2 - aulnaie - marais de Saône | Bure - sans-oeuf | Bure - Oeuf | Mesves_IDB1 | Mesves_IDB2 | Maire 1 | Solanetta_rnn_mantet | Sous_col_mantet,249507,249507,"Rusina ferruginea (Esper, 1785)","Rusina ferruginea (Esper, 1785)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249507
Senta flammea,Senta flammea,Senta flammea,Senta,Noctuidae,Hadeninae,Species,"(CURTIS, 1828)",EBMSM0000000014605,EBMSM0000000014605,460837,1,1,396795,Bure - sans-oeuf,249544,249544,"Senta flammea (Curtis, 1828)","Senta flammea (Curtis, 1828)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249544
Sideridis reticulata,Sideridis reticulata,Sideridis reticulata,Sideridis,Noctuidae,Hadeninae,Species,"(GOEZE, 1781)",EBMSM0000000014461,EBMSM0000000014461,460693,4,4,395447 | 395725 | 395764 | 399055,Sur Mancy (Macornay) | Voutenay_ThalOeufs | Voutenay_Thalsansoeufs02 | Sous_col_mantet,249446,249446,"Sideridis reticulata (Goeze, 1781)","Sideridis reticulata (Goeze, 1781)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249446
Thalpophila matura,Thalpophila matura,Thalpophila matura,Thalpophila,Noctuidae,Xyleninae,Species,"(HUFNAGEL, 1766)",EBMSM0000000013817,EBMSM0000000013817,460049,3,3,395447 | 396414 | 397630,Sur Mancy (Macornay) | Varennes 1 | Maire 2,249503,249503,"Thalpophila matura (Hufnagel, 1766)","Thalpophila matura (Hufnagel, 1766)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249503
Tholera decimalis,Tholera decimalis,Tholera decimalis,Tholera,Noctuidae,Hadeninae,Species,"(PODA, 1761)",EBMSM0000000014374,EBMSM0000000014374,460606,1,1,399051,Solanetta_rnn_mantet,249442,249442,"Tholera decimalis (Poda, 1761)","Tholera decimalis (Poda, 1761)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249442
